Series Name,Country,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Capital health expenditure (% of GDP),Lithuania,..,..,..,..,..,..,..,..,..,..,0.24519427,0.23782864,0.24301182,0.24466673,0.16995369,0.18329905,0.36482742,0.40115514,0.26425543,0.10038289,0.19262439,0.29057544,0.29931012,0.29395363,0.20502272,0.25438005,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Luxembourg,..,..,..,..,..,..,..,..,..,..,1.23082602,0.61458409,1.1662904,0.58815843,0.7073797,0.81788617,1.05271554,0.53286093,0.62421083,0.39910892,0.41561961,..,..,..,..,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Madagascar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.08738706,0.0291343,..,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Malawi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00051538,0.00039685,0.00023647,0.22112374,0.10694745,0.20997712,0.24211894,0.36429116,0.4188616,..,..,..,..
Capital health expenditure (% of GDP),Malaysia,..,..,..,..,..,..,..,..,..,..,0.36725172,0.4533129,0.40876517,0.62960613,0.46288967,0.23672143,0.23341589,0.23322836,0.23275359,0.38510031,0.48387402,0.26280007,0.23903409,0.20220813,0.16320792,0.15642583,0.15121871,0.1416183,0.15591599,0.17471758,0.35155252,..,..
Capital health expenditure (% of GDP),Maldives,..,..,..,..,..,..,..,..,..,..,0.60744196,0.38485032,0.43863785,0.54949135,0.41011271,0.56879997,0.30104646,0.34040561,0.36735791,0.37372068,0.24120264,0.03781135,0.01871688,0.0312642,0.13818207,0.45796317,1.35022283,1.99034894,1.47087836,1.33045006,1.91248763,..,..
Capital health expenditure (% of GDP),Mali,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.24905802,0.31472766,0.24554078,0.30369651,0.18864344,0.04446506,..,..,..,..
Capital health expenditure (% of GDP),Malta,..,..,..,..,..,..,..,..,..,..,..,0.02333287,0.0442909,0.10443864,0.20426923,0.05814742,0.05552471,0.06908105,0.11279407,0.17573008,0.04401538,0.99644744,0.31915268,0.42449304,0.48877907,0.61020136,0.808815,0.18261051,0.24581198,0.19694456,0.23597118,..,..
Capital health expenditure (% of GDP),Marshall Islands,..,..,..,..,..,..,..,..,..,..,..,..,0.06085,0.12358321,0.12878646,0.01480949,0.03289859,0.04340879,0.13942894,0.108358,0.05375,0.01702733,0.23836078,0.20214595,0.06738132,0.17733099,0.07760746,0.24351934,0.24774864,0.10614072,0.16431968,..,..
Capital health expenditure (% of GDP),Mauritania,..,..,..,..,..,..,..,..,..,..,0.1581924,0.19775769,0.26132968,0.11087686,0.2613256,0.24528249,0.15941463,0.16510075,0.20080777,0.24730161,0.2881293,0.06827927,0.12059921,0.11439876,0.62395149,0.51878202,2.44008923,0.32609522,..,..,..,..,..
Capital health expenditure (% of GDP),Mauritius,..,..,..,..,..,..,..,..,..,..,0.66434455,0.69549531,0.76298642,0.60579449,0.62881386,0.5796091,0.53412503,0.47914764,0.44517279,0.57598692,0.54954368,0.59597379,0.38197923,0.31203258,0.19883768,..,0.11242028,..,..,..,..,..,..
Capital health expenditure (% of GDP),Mexico,..,..,..,..,..,..,..,..,..,..,..,..,0.03862351,0.07476646,0.06094366,0.12093282,0.11649629,0.09540498,0.12782036,0.22113964,0.19516744,0.11883423,0.10542289,0.08809453,0.0933276,0.07663224,0.08285465,0.07024644,0.0847646,0.06371105,0.13521963,..,..
Capital health expenditure (% of GDP),Micronesia,..,..,..,..,..,..,..,..,..,..,0.11586782,0.09466997,0.08879658,0.11894836,0.17498194,0.60405201,1.18294072,0.85805917,0.85216731,0.7491169,0.58569396,0.57125765,0.43909141,0.16065268,0.08309876,0.1196506,0.05657614,0.39029238,0.39869827,0.61387002,..,..,..
Capital health expenditure (% of GDP),Moldova,..,..,..,..,..,..,..,..,..,..,0.56286329,0.55112326,0.71821243,0.5322423,0.68369132,0.52586848,0.67703444,0.85532475,0.39239058,0.43422142,0.50188351,0.22668138,0.40291998,0.53215432,0.9344331,0.41021171,0.65100455,0.5407936,0.44774324,..,..,..,..
Capital health expenditure (% of GDP),Monaco,..,..,..,..,..,..,..,..,..,..,0.04236219,0.04051141,0.04246584,0.08031183,0.08578239,0.08790535,0.12339041,0.10840983,0.12176859,0.13484652,0.14029713,0.13895634,0.13647582,0.12041198,0.11602182,0.11153983,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Morocco,..,..,..,..,..,..,..,..,..,..,0.10293124,0.11344986,0.1168656,0.1175569,0.11914578,0.12267696,0.12091358,0.1405336,0.158447,0.18931626,0.22533086,0.19400617,0.16889162,0.14344214,0.15647693,0.15942103,..,..,0.1642874,..,..,..,..
Capital health expenditure (% of GDP),Mozambique,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.51809144,..,..,..,0.63825524,0.80805409,..,..
Capital health expenditure (% of GDP),Myanmar,..,..,..,..,..,..,..,..,..,..,0.08917111,0.09626035,0.22520748,0.13133526,0.12638162,0.06529254,0.06406327,0.045293,0.03476151,0.04712848,0.07183076,0.0656738,0.40244439,0.37074891,0.53880697,0.501306,0.42056072,0.39614236,0.29075888,0.26500329,0.24464553,..,..
Capital health expenditure (% of GDP),Namibia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00033448,..,..,..,0.35829663,..,0.50689268,0.42183191,0.39929098,0.28825417,..,..,..,..,..
Capital health expenditure (% of GDP),Nepal,..,..,..,..,..,..,..,..,..,..,0.35405087,0.46856084,0.57765388,0.53562129,0.95774174,0.94933498,1.11591077,0.66402978,0.86814493,0.75607842,0.24641362,0.30396479,0.28605893,0.39996254,0.27453059,0.26946506,0.37196714,0.46851069,0.35502851,0.31829783,0.53387177,..,..
Capital health expenditure (% of GDP),Netherlands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),New Zealand,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Nicaragua,..,..,..,..,..,..,..,..,..,..,0.17424431,0.44653472,0.59621,0.77924693,0.77878165,0.61225516,0.51617134,0.55646306,0.29696053,0.27347523,0.13522308,0.08448864,0.29057571,0.32256016,0.44634464,0.48094216,0.3801176,0.32674524,0.28815392,0.28867826,0.61670667,..,..
Capital health expenditure (% of GDP),Niger,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.10135597,0.02793171,0.13788991,0.72488028,0.39964694,0.28526735,0.24175861,0.34318942,0.53103071,0.2665543,..,..
Capital health expenditure (% of GDP),Nigeria,..,..,..,..,..,..,..,..,..,..,0.00119899,0.00991303,..,..,..,..,0.14318086,0.12165571,0.11850548,0.12064154,0.22609136,0.33519816,0.17587431,0.24704845,0.1349608,0.03564165,0.18983622,0.13156208,0.26808563,0.13931435,0.17311247,..,..
Capital health expenditure (% of GDP),North Macedonia,..,..,..,..,..,..,..,..,..,..,..,..,0.33838525,0.01972511,0.11788295,0.12060419,0.10512515,0.11531582,0.18462725,0.21007086,0.2625218,0.34770545,0.60059607,0.52860081,0.37166125,0.28320757,0.26328444,0.21409726,0.0735982,0.1369745,0.10123245,..,..
Capital health expenditure (% of GDP),Norway,..,..,..,..,..,..,..,..,..,..,0.56366324,0.6250695,0.61036777,0.63331449,0.61446309,0.56095845,0.5140059,0.5324204,0.43581158,0.41610372,0.34516969,0.34450743,0.38251677,0.48840463,0.55046242,0.49261242,0.55875319,0.49617919,0.51360476,0.61218178,0.73517704,0.67824507,..
Capital health expenditure (% of GDP),Oman,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Pakistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.19906119,..,0.1829705,..,0.28288377,..,0.25700907,..,0.21884112,..,0.23640912,..,0.24972818,..,0.13191075,..,..
Capital health expenditure (% of GDP),Palau,..,..,..,..,..,..,..,..,..,..,..,0.48830968,0.23764198,0.17819607,0.15884146,0.15473771,0.03630688,0.16635752,0.18090206,0.06163187,0.0732967,0.15956995,0.07701422,0.01653604,0.10221992,0.10260764,0.13420001,0.19859649,0.08421053,0.72627735,..,..,..
Capital health expenditure (% of GDP),Panama,..,..,..,..,..,..,..,..,..,..,0.42689544,0.44843826,0.60309404,0.26809287,0.66742039,0.45273268,0.39197311,0.42175525,0.71469909,0.91810966,0.94109172,0.91046458,0.93623191,1.04242003,1.34903014,1.34786952,0.62660635,0.7458238,0.81678742,0.81463385,0.94090825,..,..
Capital health expenditure (% of GDP),Papua New Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.60146761,..,1.15218592,0.52432644,0.35703182,0.11018947,0.43369707,0.25426292,0.25301015,..,..
Capital health expenditure (% of GDP),Paraguay,..,..,..,..,..,..,..,..,..,..,0.19121106,0.26910195,0.39200842,0.28356495,0.37935206,0.3275952,0.34335795,0.31427777,0.30131581,0.33222273,0.3038657,0.18484102,0.25054747,0.23580833,0.14515138,0.17309237,0.25076917,0.20337161,0.1783295,0.18398903,0.23817573,..,..
Capital health expenditure (% of GDP),Peru,..,..,..,..,..,..,..,..,..,..,0.36277226,0.2189343,0.15468706,0.14271961,0.15900594,0.19520509,0.15534385,0.32878432,0.4308207,0.61099589,0.50448793,0.41566771,0.41667783,0.45115831,0.40847528,0.44549507,0.35886741,0.33096531,0.33155125,0.34131956,0.4066585,..,..
Capital health expenditure (% of GDP),Philippines,..,..,..,..,..,..,..,..,..,..,0.01322225,0.01224779,0.01782989,0.01547328,0.01325237,0.01289191,0.00554869,0.01991764,0.01875289,0.05443504,0.05863167,0.0802276,0.08223968,0.09367608,0.32034132,0.45595595,0.48667634,0.50983244,0.69262439,0.43237111,0.49358261,0.36699748,..
Capital health expenditure (% of GDP),Poland,..,..,..,..,..,..,..,..,..,..,0.20294382,0.1769565,0.24108301,0.25910345,0.27856874,0.36148617,0.34351221,0.40227956,0.45651674,0.48033527,0.4637948,0.46786886,0.41644803,..,..,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Portugal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Qatar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.34746897,0.47843322,0.43155015,0.35085219,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Romania,..,..,..,..,..,..,..,..,..,..,0.14119001,0.01566427,0.00635292,0.11640412,0.04479168,0.01042313,0.05143502,0.09767646,0.15951182,0.06784777,0.12591897,0.88555902,0.77783155,0.42087331,0.60016328,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Russian Federation,..,..,..,..,..,..,..,..,..,..,0.05070604,0.06367832,0.07273059,0.07863127,0.08725628,0.09738316,0.18828344,0.27633429,0.29869092,0.37866378,0.3996402,0.33202416,0.31906483,0.19303508,0.11375427,0.13816175,0.14654975,0.13661347,0.13438486,0.13515124,..,..,..
Capital health expenditure (% of GDP),Rwanda,..,..,..,..,..,..,..,..,..,..,..,..,..,0.27765724,..,..,0.64604503,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Samoa,..,..,..,..,..,..,..,..,..,..,..,..,..,0.01444667,..,0.36389235,0.50413662,0.46651953,0,0.01281509,0,0.0285581,0,0.01641094,0.66310304,0,0.01329589,0,0.00174416,0.01575927,0.17236899,..,..
Capital health expenditure (% of GDP),San Marino,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.52503961,0.35247111,0.25487345,0.24684179,0.20893878,0.15153137,0.13474786,0.16106416,0.16950804,0.16243468,..,..
Capital health expenditure (% of GDP),Sao Tome and Principe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.20253368,0.53934073,0.64783394,0.21566433,0.44595546,0.61551064,..,..,..,..,..
Capital health expenditure (% of GDP),Saudi Arabia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Senegal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.19799563,0.3258312,0.33131236,0.29648888,0.32684988,0.1870963,0.55649453,0.76526505,..,..
Capital health expenditure (% of GDP),Serbia,..,..,..,..,..,..,..,..,..,..,0.02178538,0.01997948,0.02456891,0.178829,0.17713346,0.15209657,0.23603472,0.29839554,0.30126065,0.22960968,0.23325054,0.21414059,0.21580511,0.32604653,0.36844763,0.31499892,0.28599736,0.31177941,0.28461522,..,..,..,..
Capital health expenditure (% of GDP),Seychelles,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.34025481,0.42966983,0.1166985,0.20196639,2.64861917,..,..,..,..,..
Capital health expenditure (% of GDP),Sierra Leone,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.06653281,0.2513324,..,..,0.2312635,0.67916507,..,..,..,..
Capital health expenditure (% of GDP),Singapore,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.03986405,0.07202774,0.09659037,0.15861021,0.25160646,0.14827099,0.1289425,0.1641674,0.18782471,0.28745919,0.33371723,0.36742845,0.30921975,0.29305571,0.27407989,..,..,..
Capital health expenditure (% of GDP),Slovakia,..,..,..,..,..,..,..,..,..,..,0.11228301,0.09544448,0.04098635,0.24831544,0.58325672,0.29268309,0.31963706,0.36753592,0.37791219,0.5277124,0.48930427,0.34831017,0.32831547,0.25655478,..,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Slovenia,..,..,..,..,..,..,..,..,..,..,0.33411482,0.53798759,0.4692848,0.52541065,0.38364425,0.38571665,0.4808915,0.36259854,0.45882872,0.6219849,0.31394324,0.35187513,0.45899269,0.36456606,..,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Solomon Islands,..,..,..,..,..,..,..,..,..,..,0.01772234,0.01257054,0.00374176,0.01498068,0,0,0.02195085,0,0.08703566,0.27875459,1.66948283,0.87626213,0.16596073,0.29471499,0.19510692,0.20300426,0.1589579,0.12553054,0.15972695,0.33535209,0.13375381,..,..
Capital health expenditure (% of GDP),South Africa,..,..,..,..,..,..,..,..,..,..,0.1062424,0.09391794,0.11919755,0.10496657,0.14214234,0.14211689,0.17989676,0.19451307,0.19382331,0.20664749,0.21349947,0.19763726,0.22146522,0.19060354,0.17414309,0.22423856,0.19796313,..,..,..,..,..,..
Capital health expenditure (% of GDP),Spain,..,..,..,..,..,..,..,..,..,..,0.21570547,0.25984997,0.25357947,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Sri Lanka,..,..,..,..,..,..,..,..,..,..,0.38056248,0.32205838,0.30848488,0.3704201,0.43261641,0.36920547,0.34520704,0.29829121,0.3083494,0.27588663,0.26286051,0.24992014,0.24982642,0.26442409,0.29279518,0.34607083,0.3823911,0.33244002,0.28150919,..,..,..,..
Capital health expenditure (% of GDP),Saint Kitts and Nevis,..,..,..,..,..,..,..,..,..,..,0.01669987,0.19640242,0.62016171,0.27570558,0.01536193,0.44173729,0.52643681,0.56023645,0.27471429,0.14036347,0.02220637,0.0416039,0.06122815,0.15459599,0.09260567,0.46155742,0.20737199,0.21138583,0.21144725,0.30997029,0.48191065,..,..
Capital health expenditure (% of GDP),Saint Lucia,..,..,..,..,..,..,..,..,..,..,0.11243785,0.09827461,0.11505973,0.0496405,0.06574947,0.2186643,0.25781569,0.13978201,0.36926907,0.49896589,0.47850174,0.61366069,0.69012141,0.32513055,0.09190375,0.17644161,0.32318875,0.23453592,0.10026417,0.15367885,0.21135405,..,..
Capital health expenditure (% of GDP),Saint Vincent and the Grenadines,..,..,..,..,..,..,..,..,..,..,0.6713317,0.57407093,0.28921214,0.54742974,0.22901179,0.36541858,0.20100829,0.13859788,0.43097746,0.31381378,0.50356686,0.31766918,0.40260062,0.45829067,0.41236904,0.63369018,0.51869148,0.23256558,0.07917976,0.28057367,0.32228756,..,..
Capital health expenditure (% of GDP),Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.15128219,..,..,..,..,0.17232621,..,..,..,..
Capital health expenditure (% of GDP),Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.05613899,..,..,..,..,..,..
Capital health expenditure (% of GDP),Sweden,..,..,..,..,..,..,..,..,..,..,0.36800018,0.43922451,0.47988406,0.44467443,0.4223032,0.40670946,0.39353961,0.41779634,0.46620223,0.49006829,0.52611095,0.57214439,0.54781002,0.54208171,0.55135208,0.55543166,0.54386932,0.54182684,0.58761811,0.59766883,0.48069501,..,..
Capital health expenditure (% of GDP),Switzerland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Syria,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Tajikistan,..,..,..,..,..,..,..,..,..,..,0.05534034,0.07961784,0.0896861,0.1261034,0.06495615,0.20830441,0.36669543,0.37558687,0.53381795,0.42670804,0.42906293,0.32591707,0.5198971,0.21221468,0.30479115,0.26031983,0.09490783,0.13300431,0.21660879,0.07518645,0.69915909,..,..
Capital health expenditure (% of GDP),Tanzania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.46655583,..,0.16968854,0.03943888,0.06361382,..,..,..,..,..,..
Capital health expenditure (% of GDP),Thailand,..,..,..,..,..,..,..,..,..,..,0.19564594,0.15810832,0.16084071,0.11206005,0.14021699,0.1457645,0.16260445,0.1549878,0.21097681,0.23032501,0.17112525,0.27220535,0.31526986,0.23578979,0.23681293,0.22154549,0.31647786,0.22807913,0.23306409,0.19384837,0.20093964,..,..
Capital health expenditure (% of GDP),Togo,..,..,..,..,..,..,..,..,..,..,1.32001615,1.32697773,1.03125966,1.07023704,1.41351044,1.52254856,1.632411,1.49218225,0.36318433,1.62350523,0.0220731,..,..,0.08165671,0.08221134,0.08831548,0.06844783,0.38820601,0.46553299,0.37068945,..,..,..
Capital health expenditure (% of GDP),Trinidad and Tobago,..,..,..,..,..,..,..,..,..,..,0.11570346,0.19909079,0.15688288,0.1217395,0.13951251,0.17974441,0.17126177,0.24017882,0.20485389,0.35019416,0.29651743,0.1584733,0.17873836,0.11540367,0.22730775,0.54891133,0.29238734,0.15886861,0.19162789,0.22160815,0.30824065,..,..
Capital health expenditure (% of GDP),Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.40927288,0.26596981,0.24675989,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Türkiye,..,..,..,..,..,..,..,..,..,..,0.20972137,0.12537095,0.12233864,0.12770776,0.24105571,0.30384734,0.39207944,0.49666873,0.54051006,0.2600072,0.26162344,0.23029229,..,..,..,..,0.27471817,0.30846807,0.27231786,0.29630437,0.33425876,..,..
Capital health expenditure (% of GDP),Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0022444,..,..,..,..,..,0.00357049,..,..,..,..,..,..,..,..,..,..,..,..
Capital health expenditure (% of GDP),Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.12681176,0.39376155,0.09425746,0.11568817,0.13334103,0.12896867,0.12383905,0.10582525,0.15757895,..,..,..
Capital health expenditure (% of GDP),Ukraine,..,..,..,..,..,..,..,..,..,..,0.18938188,0.24109772,0.24928942,0.39304057,0.45443195,0.07809396,0.00165373,0.49199408,0.35901698,0.18487376,0.2585825,0.30161977,0.28224871,0.26446527,0.12670307,0.35493106,0.26909906,0.3088249,0.28270075,0.27371028,1.24912989,..,..
Capital health expenditure (% of GDP),United Kingdom,..,..,..,..,..,..,..,..,..,..,0.24761038,0.34053606,0.32839468,0.36492932,0.33111706,0.42853388,0.42939702,0.52715993,0.47468275,0.53952169,0.38642967,0.28307724,0.27187884,0.26244247,0.27673516,0.29872698,0.28542554,0.3042711,0.32119501,0.32590145,0.43378359,..,..
Capital health expenditure (% of GDP),United States,..,..,..,..,..,..,..,..,..,..,0.58704871,0.58089834,0.63534105,0.64340693,0.64132005,0.65351146,0.66472423,0.71600777,0.75824261,0.70349532,0.68444699,0.6998437,0.706173,0.69121367,0.64682055,0.64115965,0.63442618,0.66450745,0.65776622,0.64902151,0.63425934,..,..
Capital health expenditure (% of GDP),Uruguay,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.09524082,0.19512726,0.20435107,0.28815576,0.27432963,0.18266866,0.12768795,0.18931679,0.18815078,0.21514904,0.21997558,0.16881119,0.22498514,0.20157413,0.20949771,0.15481637,..,..
Capital health expenditure (% of GDP),Uzbekistan,..,..,..,..,..,..,..,..,..,..,0.00764511,0.00707784,0.00781642,0,0.00366306,0,0.00147897,0.00080123,0.00850505,0.00998962,0,0,0.00133966,0.00107208,0.00048444,1.119E-05,0.27320707,0.27891243,0.40021503,0.07807273,0.10240139,..,..
Capital health expenditure (% of GDP),Vanuatu,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0.18995087,0,0.14253847,0.01624854,0,0.01420652,0.00445729,0.01300557,0.01763098,0.01613979,..,0.0295886,0.04092248,0.04149554,0.14298169,0.29073006,..,..
Capital health expenditure (% of GDP),Venezuela,..,..,..,..,..,..,..,..,..,..,0.05103213,0.05430286,0.05257789,0.05311858,0.05839677,0.06491563,0.07245015,0.07252442,0.04700455,0.0689701,0.05100164,0.04052332,0.10838607,0.14271274,0.19281219,0.00045113,0.00078805,0.00044319,..,..,..,..,..
Capital health expenditure (% of GDP),Vietnam,..,..,..,..,..,..,..,..,..,..,0.45204166,0.67922497,0.5587303,0.56116164,0.30075097,0.37509292,0.36237499,0.30447447,0.41245189,0.68118453,0.42887169,0.37555271,0.34329298,0.33090794,0.38257921,0.38223347,0.22285002,0.31951338,0.26258859,..,0.28886077,..,..
